Epoch 00 	 train_loss 0.1517 	 val_acc 0.1291 	 macro_f1 0.1927
Epoch 39 	 train_loss 0.1003 	 val_acc 0.2091 	 macro_f1 0.3583
Epoch 40 	 train_loss 0.1003 	 val_acc 0.2083 	 macro_f1 0.3584
Epoch 41 	 train_loss 0.1002 	 val_acc 0.2086 	 macro_f1 0.3600
Epoch 42 	 train_loss 0.1001 	 val_acc 0.2088 	 macro_f1 0.3597
Epoch 43 	 train_loss 0.1002 	 val_acc 0.2095 	 macro_f1 0.3605
Epoch 44 	 train_loss 0.1002 	 val_acc 0.2094 	 macro_f1 0.3604
Epoch 45 	 train_loss 0.1001 	 val_acc 0.2089 	 macro_f1 0.3594
Epoch 46 	 train_loss 0.1001 	 val_acc 0.2095 	 macro_f1 0.3606
Epoch 47 	 train_loss 0.1001 	 val_acc 0.2094 	 macro_f1 0.3605
Epoch 48 	 train_loss 0.1001 	 val_acc 0.2093 	 macro_f1 0.3603
Epoch 49 	 train_loss 0.1000 	 val_acc 0.2094 	 macro_f1 0.3605
Epoch 50 	 train_loss 0.1001 	 val_acc 0.2094 	 macro_f1 0.3605
Epoch 51 	 train_loss 0.1000 	 val_acc 0.2094 	 macro_f1 0.3605
Epoch 52 	 train_loss 0.1001 	 val_acc 0.2095 	 macro_f1 0.3603
Epoch 53 	 train_loss 0.1001 	 val_acc 0.2093 	 macro_f1 0.3605
Epoch 54 	 train_loss 0.1000 	 val_acc 0.2093 	 macro_f1 0.3607
Epoch 55 	 train_loss 0.1001 	 val_acc 0.2096 	 macro_f1 0.3609
Epoch 56 	 train_loss 0.1001 	 val_acc 0.2092 	 macro_f1 0.3601
Epoch 57 	 train_loss 0.1000 	 val_acc 0.2094 	 macro_f1 0.3603
Epoch 58 	 train_loss 0.1001 	 val_acc 0.2091 	 macro_f1 0.3591
Epoch 59 	 train_loss 0.1001 	 val_acc 0.2092 	 macro_f1 0.3603
Epoch 60 	 train_loss 0.1000 	 val_acc 0.2098 	 macro_f1 0.3613
Epoch 61 	 train_loss 0.1001 	 val_acc 0.2095 	 macro_f1 0.3607
Epoch 62 	 train_loss 0.1001 	 val_acc 0.2090 	 macro_f1 0.3603
Epoch 63 	 train_loss 0.1001 	 val_acc 0.2103 	 macro_f1 0.3640
Epoch 64 	 train_loss 0.1001 	 val_acc 0.2107 	 macro_f1 0.3637
Epoch 65 	 train_loss 0.1000 	 val_acc 0.2105 	 macro_f1 0.3633
Epoch 66 	 train_loss 0.1000 	 val_acc 0.2116 	 macro_f1 0.3642
Epoch 67 	 train_loss 0.1000 	 val_acc 0.2109 	 macro_f1 0.3646
Epoch 68 	 train_loss 0.0999 	 val_acc 0.2105 	 macro_f1 0.3649
Epoch 69 	 train_loss 0.0999 	 val_acc 0.2105 	 macro_f1 0.3668
Epoch 70 	 train_loss 0.0998 	 val_acc 0.2108 	 macro_f1 0.3662
Epoch 71 	 train_loss 0.0999 	 val_acc 0.2118 	 macro_f1 0.3656
Epoch 72 	 train_loss 0.0998 	 val_acc 0.2122 	 macro_f1 0.3666
Epoch 73 	 train_loss 0.0998 	 val_acc 0.2107 	 macro_f1 0.3620
Epoch 74 	 train_loss 0.0997 	 val_acc 0.2122 	 macro_f1 0.3673
Epoch 75 	 train_loss 0.0997 	 val_acc 0.2108 	 macro_f1 0.3688
Epoch 76 	 train_loss 0.0997 	 val_acc 0.2139 	 macro_f1 0.3700
Epoch 77 	 train_loss 0.0996 	 val_acc 0.2126 	 macro_f1 0.3704
Epoch 78 	 train_loss 0.0997 	 val_acc 0.2134 	 macro_f1 0.3687
Epoch 79 	 train_loss 0.0996 	 val_acc 0.2141 	 macro_f1 0.3750
Epoch 80 	 train_loss 0.0996 	 val_acc 0.2143 	 macro_f1 0.3699
Epoch 81 	 train_loss 0.0995 	 val_acc 0.2156 	 macro_f1 0.3755
Epoch 82 	 train_loss 0.0996 	 val_acc 0.2111 	 macro_f1 0.3666
Epoch 83 	 train_loss 0.0995 	 val_acc 0.2125 	 macro_f1 0.3741
Epoch 84 	 train_loss 0.0995 	 val_acc 0.2130 	 macro_f1 0.3720
Epoch 85 	 train_loss 0.0996 	 val_acc 0.2168 	 macro_f1 0.3763
Epoch 86 	 train_loss 0.0995 	 val_acc 0.2121 	 macro_f1 0.3720
Epoch 87 	 train_loss 0.0994 	 val_acc 0.2140 	 macro_f1 0.3772
Epoch 88 	 train_loss 0.0995 	 val_acc 0.2132 	 macro_f1 0.3738
Epoch 89 	 train_loss 0.0995 	 val_acc 0.2139 	 macro_f1 0.3748
Epoch 90 	 train_loss 0.0994 	 val_acc 0.2162 	 macro_f1 0.3762
Epoch 91 	 train_loss 0.0994 	 val_acc 0.2126 	 macro_f1 0.3724
Epoch 92 	 train_loss 0.0994 	 val_acc 0.2150 	 macro_f1 0.3788
Epoch 93 	 train_loss 0.0994 	 val_acc 0.2158 	 macro_f1 0.3780
Epoch 94 	 train_loss 0.0994 	 val_acc 0.2154 	 macro_f1 0.3772
Epoch 95 	 train_loss 0.0994 	 val_acc 0.2145 	 macro_f1 0.3770
======
Best epoch 95 	 val_acc 0.2168 	 macro_f1 0.3763
