Epoch 00 	 train_loss 0.1364 	 val_acc 0.2051 	 macro_f1 0.3694
Epoch 35 	 train_loss 0.0854 	 val_acc 0.2750 	 macro_f1 0.5032
Epoch 36 	 train_loss 0.0854 	 val_acc 0.2759 	 macro_f1 0.5034
Epoch 37 	 train_loss 0.0854 	 val_acc 0.2757 	 macro_f1 0.5034
Epoch 38 	 train_loss 0.0854 	 val_acc 0.2755 	 macro_f1 0.5046
Epoch 39 	 train_loss 0.0854 	 val_acc 0.2761 	 macro_f1 0.5044
Epoch 40 	 train_loss 0.0854 	 val_acc 0.2759 	 macro_f1 0.5041
Epoch 41 	 train_loss 0.0853 	 val_acc 0.2761 	 macro_f1 0.5046
Epoch 42 	 train_loss 0.0853 	 val_acc 0.2760 	 macro_f1 0.5044
Epoch 43 	 train_loss 0.0853 	 val_acc 0.2756 	 macro_f1 0.5040
Epoch 44 	 train_loss 0.0853 	 val_acc 0.2761 	 macro_f1 0.5040
Epoch 45 	 train_loss 0.0853 	 val_acc 0.2762 	 macro_f1 0.5044
Epoch 46 	 train_loss 0.0853 	 val_acc 0.2762 	 macro_f1 0.5045
Epoch 47 	 train_loss 0.0853 	 val_acc 0.2762 	 macro_f1 0.5045
Epoch 48 	 train_loss 0.0853 	 val_acc 0.2762 	 macro_f1 0.5044
Epoch 49 	 train_loss 0.0853 	 val_acc 0.2763 	 macro_f1 0.5045
Epoch 50 	 train_loss 0.0853 	 val_acc 0.2763 	 macro_f1 0.5045
Epoch 51 	 train_loss 0.0853 	 val_acc 0.2762 	 macro_f1 0.5045
Epoch 52 	 train_loss 0.0853 	 val_acc 0.2763 	 macro_f1 0.5045
Epoch 53 	 train_loss 0.0853 	 val_acc 0.2761 	 macro_f1 0.5043
Epoch 54 	 train_loss 0.0853 	 val_acc 0.2761 	 macro_f1 0.5043
Epoch 55 	 train_loss 0.0853 	 val_acc 0.2763 	 macro_f1 0.5046
Epoch 56 	 train_loss 0.0853 	 val_acc 0.2761 	 macro_f1 0.5045
Epoch 57 	 train_loss 0.0853 	 val_acc 0.2761 	 macro_f1 0.5045
Epoch 58 	 train_loss 0.0853 	 val_acc 0.2759 	 macro_f1 0.5048
Epoch 59 	 train_loss 0.0853 	 val_acc 0.2762 	 macro_f1 0.5045
Epoch 60 	 train_loss 0.0853 	 val_acc 0.2759 	 macro_f1 0.5049
Epoch 61 	 train_loss 0.0853 	 val_acc 0.2763 	 macro_f1 0.5050
Epoch 62 	 train_loss 0.0853 	 val_acc 0.2759 	 macro_f1 0.5052
Epoch 63 	 train_loss 0.0854 	 val_acc 0.2762 	 macro_f1 0.5047
Epoch 64 	 train_loss 0.0854 	 val_acc 0.2764 	 macro_f1 0.5057
Epoch 65 	 train_loss 0.0854 	 val_acc 0.2761 	 macro_f1 0.5054
Epoch 66 	 train_loss 0.0854 	 val_acc 0.2765 	 macro_f1 0.5063
Epoch 67 	 train_loss 0.0854 	 val_acc 0.2768 	 macro_f1 0.5058
Epoch 68 	 train_loss 0.0854 	 val_acc 0.2760 	 macro_f1 0.5049
Epoch 69 	 train_loss 0.0854 	 val_acc 0.2762 	 macro_f1 0.5036
Epoch 70 	 train_loss 0.0854 	 val_acc 0.2764 	 macro_f1 0.5032
Epoch 71 	 train_loss 0.0854 	 val_acc 0.2763 	 macro_f1 0.5043
Epoch 72 	 train_loss 0.0854 	 val_acc 0.2757 	 macro_f1 0.5038
Epoch 73 	 train_loss 0.0854 	 val_acc 0.2767 	 macro_f1 0.5062
Epoch 74 	 train_loss 0.0854 	 val_acc 0.2770 	 macro_f1 0.5059
Epoch 75 	 train_loss 0.0854 	 val_acc 0.2759 	 macro_f1 0.5048
Epoch 76 	 train_loss 0.0854 	 val_acc 0.2761 	 macro_f1 0.5045
Epoch 77 	 train_loss 0.0855 	 val_acc 0.2762 	 macro_f1 0.5045
Epoch 78 	 train_loss 0.0855 	 val_acc 0.2771 	 macro_f1 0.5063
Epoch 79 	 train_loss 0.0855 	 val_acc 0.2778 	 macro_f1 0.5062
Epoch 80 	 train_loss 0.0855 	 val_acc 0.2767 	 macro_f1 0.5068
Epoch 81 	 train_loss 0.0855 	 val_acc 0.2768 	 macro_f1 0.5066
Epoch 82 	 train_loss 0.0855 	 val_acc 0.2771 	 macro_f1 0.5079
Epoch 83 	 train_loss 0.0855 	 val_acc 0.2763 	 macro_f1 0.5046
Epoch 84 	 train_loss 0.0855 	 val_acc 0.2775 	 macro_f1 0.5069
Epoch 85 	 train_loss 0.0855 	 val_acc 0.2763 	 macro_f1 0.5035
Epoch 86 	 train_loss 0.0855 	 val_acc 0.2764 	 macro_f1 0.5074
Epoch 87 	 train_loss 0.0855 	 val_acc 0.2765 	 macro_f1 0.5056
Epoch 88 	 train_loss 0.0855 	 val_acc 0.2765 	 macro_f1 0.5043
Epoch 89 	 train_loss 0.0855 	 val_acc 0.2765 	 macro_f1 0.5072
======
Best epoch 89 	 val_acc 0.2778 	 macro_f1 0.5062
