Epoch 00 	 train_loss 0.136 	 val_acc 0.205 	 macro_f1 0.368 	 micro_f1 0.428 	 weighted_f1 0.394
Epoch 32 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.503 	 micro_f1 0.528 	 weighted_f1 0.501
Epoch 33 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.505 	 micro_f1 0.531 	 weighted_f1 0.504
Epoch 34 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.502 	 micro_f1 0.530 	 weighted_f1 0.503
Epoch 35 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.505 	 micro_f1 0.532 	 weighted_f1 0.506
Epoch 36 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.504 	 micro_f1 0.530 	 weighted_f1 0.504
Epoch 37 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.508 	 micro_f1 0.532 	 weighted_f1 0.507
Epoch 38 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.506 	 micro_f1 0.531 	 weighted_f1 0.505
Epoch 39 	 train_loss 0.086 	 val_acc 0.277 	 macro_f1 0.507 	 micro_f1 0.532 	 weighted_f1 0.506
Epoch 40 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.506 	 micro_f1 0.531 	 weighted_f1 0.504
Epoch 41 	 train_loss 0.086 	 val_acc 0.277 	 macro_f1 0.506 	 micro_f1 0.532 	 weighted_f1 0.506
Epoch 42 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.505 	 micro_f1 0.531 	 weighted_f1 0.505
Epoch 43 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.505 	 micro_f1 0.531 	 weighted_f1 0.505
Epoch 44 	 train_loss 0.086 	 val_acc 0.278 	 macro_f1 0.506 	 micro_f1 0.532 	 weighted_f1 0.505
Epoch 45 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.505 	 micro_f1 0.531 	 weighted_f1 0.503
Epoch 46 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.505 	 micro_f1 0.532 	 weighted_f1 0.505
Epoch 47 	 train_loss 0.086 	 val_acc 0.277 	 macro_f1 0.505 	 micro_f1 0.531 	 weighted_f1 0.504
Epoch 48 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.506 	 micro_f1 0.532 	 weighted_f1 0.506
Epoch 49 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.503 	 micro_f1 0.530 	 weighted_f1 0.503
Epoch 50 	 train_loss 0.085 	 val_acc 0.277 	 macro_f1 0.504 	 micro_f1 0.531 	 weighted_f1 0.505
Epoch 51 	 train_loss 0.085 	 val_acc 0.276 	 macro_f1 0.508 	 micro_f1 0.532 	 weighted_f1 0.506
Epoch 52 	 train_loss 0.085 	 val_acc 0.275 	 macro_f1 0.504 	 micro_f1 0.529 	 weighted_f1 0.503
Epoch 53 	 train_loss 0.085 	 val_acc 0.275 	 macro_f1 0.501 	 micro_f1 0.528 	 weighted_f1 0.500
Epoch 54 	 train_loss 0.085 	 val_acc 0.276 	 macro_f1 0.505 	 micro_f1 0.531 	 weighted_f1 0.504
====== BEST EPOCH 44 ======

Epoch 44 	 train_loss 0.086 	 val_acc 0.278 	 macro_f1 0.506 	 micro_f1 0.532 	 weighted_f1 0.505
