Epoch 00 	 train_loss 0.145 	 val_acc 0.206 	 macro_f1 0.372 	 micro_f1 0.432 	 weighted_f1 0.398
Epoch 33 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.519 	 micro_f1 0.542 	 weighted_f1 0.517
Epoch 34 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.519 	 micro_f1 0.542 	 weighted_f1 0.517
Epoch 35 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.517 	 micro_f1 0.542 	 weighted_f1 0.517
Epoch 36 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.516 	 micro_f1 0.541 	 weighted_f1 0.514
Epoch 37 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.518 	 micro_f1 0.540 	 weighted_f1 0.515
Epoch 38 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.518 	 micro_f1 0.541 	 weighted_f1 0.516
Epoch 39 	 train_loss 0.096 	 val_acc 0.278 	 macro_f1 0.518 	 micro_f1 0.541 	 weighted_f1 0.517
Epoch 40 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.519 	 micro_f1 0.542 	 weighted_f1 0.516
Epoch 41 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.521 	 micro_f1 0.543 	 weighted_f1 0.519
Epoch 42 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.520 	 micro_f1 0.543 	 weighted_f1 0.518
Epoch 43 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.520 	 micro_f1 0.542 	 weighted_f1 0.518
Epoch 44 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.519 	 micro_f1 0.543 	 weighted_f1 0.518
Epoch 45 	 train_loss 0.096 	 val_acc 0.280 	 macro_f1 0.520 	 micro_f1 0.543 	 weighted_f1 0.519
Epoch 46 	 train_loss 0.096 	 val_acc 0.280 	 macro_f1 0.517 	 micro_f1 0.543 	 weighted_f1 0.518
Epoch 47 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.520 	 micro_f1 0.544 	 weighted_f1 0.520
Epoch 48 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.518 	 micro_f1 0.541 	 weighted_f1 0.516
Epoch 49 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.516 	 micro_f1 0.540 	 weighted_f1 0.514
Epoch 50 	 train_loss 0.096 	 val_acc 0.280 	 macro_f1 0.519 	 micro_f1 0.542 	 weighted_f1 0.517
Epoch 51 	 train_loss 0.096 	 val_acc 0.280 	 macro_f1 0.520 	 micro_f1 0.543 	 weighted_f1 0.519
Epoch 52 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.520 	 micro_f1 0.542 	 weighted_f1 0.517
Epoch 53 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.520 	 micro_f1 0.542 	 weighted_f1 0.517
Epoch 54 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.520 	 micro_f1 0.543 	 weighted_f1 0.518
Epoch 55 	 train_loss 0.096 	 val_acc 0.280 	 macro_f1 0.518 	 micro_f1 0.543 	 weighted_f1 0.518
Epoch 56 	 train_loss 0.096 	 val_acc 0.280 	 macro_f1 0.519 	 micro_f1 0.544 	 weighted_f1 0.519
Epoch 57 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.520 	 micro_f1 0.541 	 weighted_f1 0.517
Epoch 58 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.519 	 micro_f1 0.542 	 weighted_f1 0.517
Epoch 59 	 train_loss 0.096 	 val_acc 0.280 	 macro_f1 0.521 	 micro_f1 0.543 	 weighted_f1 0.520
Epoch 60 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.519 	 micro_f1 0.543 	 weighted_f1 0.517
Epoch 61 	 train_loss 0.096 	 val_acc 0.280 	 macro_f1 0.519 	 micro_f1 0.543 	 weighted_f1 0.519
Epoch 62 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.520 	 micro_f1 0.542 	 weighted_f1 0.518
Epoch 63 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.518 	 micro_f1 0.542 	 weighted_f1 0.517
Epoch 64 	 train_loss 0.096 	 val_acc 0.280 	 macro_f1 0.519 	 micro_f1 0.544 	 weighted_f1 0.518
Epoch 65 	 train_loss 0.096 	 val_acc 0.279 	 macro_f1 0.518 	 micro_f1 0.543 	 weighted_f1 0.518
Epoch 66 	 train_loss 0.096 	 val_acc 0.280 	 macro_f1 0.517 	 micro_f1 0.541 	 weighted_f1 0.515
====== BEST EPOCH 56 ======

Epoch 56 	 train_loss 0.096 	 val_acc 0.280 	 macro_f1 0.519 	 micro_f1 0.544 	 weighted_f1 0.519
