Epoch 00 	 train_loss 0.147 	 val_acc 0.192 	 macro_f1 0.317 	 micro_f1 0.391 	 weighted_f1 0.346
Epoch 31 	 train_loss 0.086 	 val_acc 0.285 	 macro_f1 0.492 	 micro_f1 0.525 	 weighted_f1 0.495
Epoch 32 	 train_loss 0.086 	 val_acc 0.285 	 macro_f1 0.493 	 micro_f1 0.527 	 weighted_f1 0.496
Epoch 33 	 train_loss 0.086 	 val_acc 0.284 	 macro_f1 0.490 	 micro_f1 0.525 	 weighted_f1 0.495
Epoch 34 	 train_loss 0.086 	 val_acc 0.285 	 macro_f1 0.491 	 micro_f1 0.526 	 weighted_f1 0.495
Epoch 35 	 train_loss 0.086 	 val_acc 0.284 	 macro_f1 0.487 	 micro_f1 0.524 	 weighted_f1 0.493
Epoch 36 	 train_loss 0.086 	 val_acc 0.285 	 macro_f1 0.493 	 micro_f1 0.526 	 weighted_f1 0.496
Epoch 37 	 train_loss 0.086 	 val_acc 0.286 	 macro_f1 0.495 	 micro_f1 0.529 	 weighted_f1 0.499
Epoch 38 	 train_loss 0.086 	 val_acc 0.287 	 macro_f1 0.496 	 micro_f1 0.530 	 weighted_f1 0.500
Epoch 39 	 train_loss 0.086 	 val_acc 0.286 	 macro_f1 0.490 	 micro_f1 0.527 	 weighted_f1 0.495
Epoch 40 	 train_loss 0.086 	 val_acc 0.285 	 macro_f1 0.489 	 micro_f1 0.526 	 weighted_f1 0.493
Epoch 41 	 train_loss 0.086 	 val_acc 0.286 	 macro_f1 0.492 	 micro_f1 0.529 	 weighted_f1 0.497
Epoch 42 	 train_loss 0.086 	 val_acc 0.287 	 macro_f1 0.495 	 micro_f1 0.529 	 weighted_f1 0.498
Epoch 43 	 train_loss 0.086 	 val_acc 0.287 	 macro_f1 0.494 	 micro_f1 0.530 	 weighted_f1 0.498
Epoch 44 	 train_loss 0.086 	 val_acc 0.286 	 macro_f1 0.492 	 micro_f1 0.527 	 weighted_f1 0.496
Epoch 45 	 train_loss 0.086 	 val_acc 0.285 	 macro_f1 0.493 	 micro_f1 0.527 	 weighted_f1 0.496
Epoch 46 	 train_loss 0.086 	 val_acc 0.286 	 macro_f1 0.494 	 micro_f1 0.528 	 weighted_f1 0.498
Epoch 47 	 train_loss 0.086 	 val_acc 0.287 	 macro_f1 0.493 	 micro_f1 0.529 	 weighted_f1 0.498
Epoch 48 	 train_loss 0.086 	 val_acc 0.286 	 macro_f1 0.492 	 micro_f1 0.527 	 weighted_f1 0.496
====== BEST EPOCH 38 ======

Epoch 38 	 train_loss 0.086 	 val_acc 0.287 	 macro_f1 0.496 	 micro_f1 0.530 	 weighted_f1 0.500
