Epoch 00 	 train_loss 0.1411 	 val_acc 0.1881 	 macro_f1 0.2901
Epoch 53 	 train_loss 0.0879 	 val_acc 0.3129 	 macro_f1 0.5225
Epoch 54 	 train_loss 0.0879 	 val_acc 0.3130 	 macro_f1 0.5225
Epoch 55 	 train_loss 0.0880 	 val_acc 0.3132 	 macro_f1 0.5231
Epoch 56 	 train_loss 0.0880 	 val_acc 0.3127 	 macro_f1 0.5224
Epoch 57 	 train_loss 0.0880 	 val_acc 0.3129 	 macro_f1 0.5221
Epoch 58 	 train_loss 0.0879 	 val_acc 0.3126 	 macro_f1 0.5225
Epoch 59 	 train_loss 0.0880 	 val_acc 0.3126 	 macro_f1 0.5222
Epoch 60 	 train_loss 0.0879 	 val_acc 0.3131 	 macro_f1 0.5229
Epoch 61 	 train_loss 0.0880 	 val_acc 0.3131 	 macro_f1 0.5218
Epoch 62 	 train_loss 0.0879 	 val_acc 0.3128 	 macro_f1 0.5224
Epoch 63 	 train_loss 0.0879 	 val_acc 0.3128 	 macro_f1 0.5252
Epoch 64 	 train_loss 0.0880 	 val_acc 0.3121 	 macro_f1 0.5203
Epoch 65 	 train_loss 0.0880 	 val_acc 0.3132 	 macro_f1 0.5220
Epoch 66 	 train_loss 0.0879 	 val_acc 0.3129 	 macro_f1 0.5237
Epoch 67 	 train_loss 0.0879 	 val_acc 0.3131 	 macro_f1 0.5225
Epoch 68 	 train_loss 0.0880 	 val_acc 0.3134 	 macro_f1 0.5238
Epoch 69 	 train_loss 0.0879 	 val_acc 0.3133 	 macro_f1 0.5236
Epoch 70 	 train_loss 0.0879 	 val_acc 0.3142 	 macro_f1 0.5253
Epoch 71 	 train_loss 0.0879 	 val_acc 0.3139 	 macro_f1 0.5245
Epoch 72 	 train_loss 0.0880 	 val_acc 0.3120 	 macro_f1 0.5217
Epoch 73 	 train_loss 0.0880 	 val_acc 0.3118 	 macro_f1 0.5226
Epoch 74 	 train_loss 0.0879 	 val_acc 0.3129 	 macro_f1 0.5225
Epoch 75 	 train_loss 0.0879 	 val_acc 0.3129 	 macro_f1 0.5245
Epoch 76 	 train_loss 0.0880 	 val_acc 0.3137 	 macro_f1 0.5250
Epoch 77 	 train_loss 0.0880 	 val_acc 0.3136 	 macro_f1 0.5230
Epoch 78 	 train_loss 0.0880 	 val_acc 0.3144 	 macro_f1 0.5282
Epoch 79 	 train_loss 0.0879 	 val_acc 0.3129 	 macro_f1 0.5264
Epoch 80 	 train_loss 0.0879 	 val_acc 0.3139 	 macro_f1 0.5281
Epoch 81 	 train_loss 0.0879 	 val_acc 0.3137 	 macro_f1 0.5260
Epoch 82 	 train_loss 0.0880 	 val_acc 0.3148 	 macro_f1 0.5260
Epoch 83 	 train_loss 0.0880 	 val_acc 0.3128 	 macro_f1 0.5256
Epoch 84 	 train_loss 0.0879 	 val_acc 0.3131 	 macro_f1 0.5244
Epoch 85 	 train_loss 0.0879 	 val_acc 0.3128 	 macro_f1 0.5261
Epoch 86 	 train_loss 0.0880 	 val_acc 0.3121 	 macro_f1 0.5246
Epoch 87 	 train_loss 0.0880 	 val_acc 0.3144 	 macro_f1 0.5295
Epoch 88 	 train_loss 0.0881 	 val_acc 0.3147 	 macro_f1 0.5298
Epoch 89 	 train_loss 0.0880 	 val_acc 0.3138 	 macro_f1 0.5271
Epoch 90 	 train_loss 0.0879 	 val_acc 0.3138 	 macro_f1 0.5293
Epoch 91 	 train_loss 0.0879 	 val_acc 0.3126 	 macro_f1 0.5278
Epoch 92 	 train_loss 0.0880 	 val_acc 0.3142 	 macro_f1 0.5318
======
Best epoch 92 	 val_acc 0.3148 	 macro_f1 0.5260
