Epoch 00 	 train_loss 0.153 	 val_acc 0.175 	 macro_f1 0.287 	 micro_f1 0.364 	 weighted_f1 0.317
Epoch 31 	 train_loss 0.097 	 val_acc 0.280 	 macro_f1 0.487 	 micro_f1 0.522 	 weighted_f1 0.492
Epoch 32 	 train_loss 0.097 	 val_acc 0.280 	 macro_f1 0.486 	 micro_f1 0.520 	 weighted_f1 0.490
Epoch 33 	 train_loss 0.097 	 val_acc 0.280 	 macro_f1 0.486 	 micro_f1 0.519 	 weighted_f1 0.489
Epoch 34 	 train_loss 0.097 	 val_acc 0.279 	 macro_f1 0.487 	 micro_f1 0.521 	 weighted_f1 0.490
Epoch 35 	 train_loss 0.097 	 val_acc 0.278 	 macro_f1 0.484 	 micro_f1 0.518 	 weighted_f1 0.488
Epoch 36 	 train_loss 0.097 	 val_acc 0.281 	 macro_f1 0.484 	 micro_f1 0.521 	 weighted_f1 0.490
Epoch 37 	 train_loss 0.097 	 val_acc 0.283 	 macro_f1 0.489 	 micro_f1 0.524 	 weighted_f1 0.493
Epoch 38 	 train_loss 0.097 	 val_acc 0.281 	 macro_f1 0.487 	 micro_f1 0.521 	 weighted_f1 0.491
Epoch 39 	 train_loss 0.097 	 val_acc 0.282 	 macro_f1 0.488 	 micro_f1 0.522 	 weighted_f1 0.492
Epoch 40 	 train_loss 0.097 	 val_acc 0.282 	 macro_f1 0.488 	 micro_f1 0.523 	 weighted_f1 0.492
Epoch 41 	 train_loss 0.097 	 val_acc 0.280 	 macro_f1 0.486 	 micro_f1 0.520 	 weighted_f1 0.490
Epoch 42 	 train_loss 0.096 	 val_acc 0.281 	 macro_f1 0.486 	 micro_f1 0.521 	 weighted_f1 0.492
Epoch 43 	 train_loss 0.096 	 val_acc 0.283 	 macro_f1 0.490 	 micro_f1 0.524 	 weighted_f1 0.494
Epoch 44 	 train_loss 0.096 	 val_acc 0.281 	 macro_f1 0.487 	 micro_f1 0.522 	 weighted_f1 0.492
Epoch 45 	 train_loss 0.096 	 val_acc 0.282 	 macro_f1 0.492 	 micro_f1 0.525 	 weighted_f1 0.496
Epoch 46 	 train_loss 0.096 	 val_acc 0.281 	 macro_f1 0.490 	 micro_f1 0.524 	 weighted_f1 0.494
Epoch 47 	 train_loss 0.096 	 val_acc 0.283 	 macro_f1 0.492 	 micro_f1 0.524 	 weighted_f1 0.494
Epoch 48 	 train_loss 0.096 	 val_acc 0.282 	 macro_f1 0.493 	 micro_f1 0.525 	 weighted_f1 0.496
Epoch 49 	 train_loss 0.096 	 val_acc 0.282 	 macro_f1 0.492 	 micro_f1 0.524 	 weighted_f1 0.495
Epoch 50 	 train_loss 0.096 	 val_acc 0.284 	 macro_f1 0.492 	 micro_f1 0.526 	 weighted_f1 0.496
Epoch 51 	 train_loss 0.096 	 val_acc 0.282 	 macro_f1 0.492 	 micro_f1 0.524 	 weighted_f1 0.495
Epoch 52 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.494 	 micro_f1 0.528 	 weighted_f1 0.498
Epoch 53 	 train_loss 0.096 	 val_acc 0.284 	 macro_f1 0.493 	 micro_f1 0.527 	 weighted_f1 0.497
Epoch 54 	 train_loss 0.096 	 val_acc 0.284 	 macro_f1 0.494 	 micro_f1 0.528 	 weighted_f1 0.498
Epoch 55 	 train_loss 0.096 	 val_acc 0.284 	 macro_f1 0.493 	 micro_f1 0.526 	 weighted_f1 0.496
Epoch 56 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.495 	 micro_f1 0.530 	 weighted_f1 0.500
Epoch 57 	 train_loss 0.096 	 val_acc 0.284 	 macro_f1 0.495 	 micro_f1 0.527 	 weighted_f1 0.498
Epoch 58 	 train_loss 0.096 	 val_acc 0.284 	 macro_f1 0.494 	 micro_f1 0.527 	 weighted_f1 0.497
Epoch 59 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.494 	 micro_f1 0.527 	 weighted_f1 0.498
Epoch 60 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.493 	 micro_f1 0.527 	 weighted_f1 0.497
Epoch 61 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.496 	 micro_f1 0.529 	 weighted_f1 0.500
Epoch 62 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.497 	 micro_f1 0.529 	 weighted_f1 0.500
Epoch 63 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.494 	 micro_f1 0.528 	 weighted_f1 0.498
Epoch 64 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.496 	 micro_f1 0.528 	 weighted_f1 0.499
Epoch 65 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.498 	 micro_f1 0.530 	 weighted_f1 0.500
Epoch 66 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.496 	 micro_f1 0.528 	 weighted_f1 0.499
Epoch 67 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.499 	 micro_f1 0.530 	 weighted_f1 0.501
Epoch 68 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.499 	 micro_f1 0.530 	 weighted_f1 0.501
Epoch 69 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.496 	 micro_f1 0.530 	 weighted_f1 0.501
Epoch 70 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.499 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 71 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.499 	 micro_f1 0.531 	 weighted_f1 0.503
Epoch 72 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.497 	 micro_f1 0.529 	 weighted_f1 0.501
Epoch 73 	 train_loss 0.096 	 val_acc 0.288 	 macro_f1 0.500 	 micro_f1 0.533 	 weighted_f1 0.505
Epoch 74 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.500 	 micro_f1 0.531 	 weighted_f1 0.503
Epoch 75 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.498 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 76 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.497 	 micro_f1 0.529 	 weighted_f1 0.500
Epoch 77 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.499 	 micro_f1 0.531 	 weighted_f1 0.502
Epoch 78 	 train_loss 0.096 	 val_acc 0.288 	 macro_f1 0.499 	 micro_f1 0.531 	 weighted_f1 0.503
Epoch 79 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.499 	 micro_f1 0.530 	 weighted_f1 0.501
Epoch 80 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.501 	 micro_f1 0.532 	 weighted_f1 0.504
Epoch 81 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.497 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 82 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.500 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 83 	 train_loss 0.096 	 val_acc 0.288 	 macro_f1 0.501 	 micro_f1 0.532 	 weighted_f1 0.504
Epoch 84 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.498 	 micro_f1 0.531 	 weighted_f1 0.502
Epoch 85 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.499 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 86 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.499 	 micro_f1 0.530 	 weighted_f1 0.501
Epoch 87 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.498 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 88 	 train_loss 0.096 	 val_acc 0.288 	 macro_f1 0.500 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 89 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.502 	 micro_f1 0.531 	 weighted_f1 0.502
Epoch 90 	 train_loss 0.095 	 val_acc 0.287 	 macro_f1 0.498 	 micro_f1 0.530 	 weighted_f1 0.501
Epoch 91 	 train_loss 0.096 	 val_acc 0.288 	 macro_f1 0.501 	 micro_f1 0.533 	 weighted_f1 0.505
Epoch 92 	 train_loss 0.095 	 val_acc 0.287 	 macro_f1 0.499 	 micro_f1 0.531 	 weighted_f1 0.502
Epoch 93 	 train_loss 0.095 	 val_acc 0.287 	 macro_f1 0.499 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 94 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.502 	 micro_f1 0.534 	 weighted_f1 0.505
Epoch 95 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.501 	 micro_f1 0.533 	 weighted_f1 0.504
Epoch 96 	 train_loss 0.095 	 val_acc 0.287 	 macro_f1 0.501 	 micro_f1 0.531 	 weighted_f1 0.503
Epoch 97 	 train_loss 0.095 	 val_acc 0.287 	 macro_f1 0.501 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 98 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.501 	 micro_f1 0.532 	 weighted_f1 0.504
Epoch 99 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.500 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 100 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.501 	 micro_f1 0.534 	 weighted_f1 0.505
Epoch 101 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.501 	 micro_f1 0.532 	 weighted_f1 0.504
Epoch 102 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.502 	 micro_f1 0.533 	 weighted_f1 0.504
Epoch 103 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.502 	 micro_f1 0.533 	 weighted_f1 0.504
Epoch 104 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.499 	 micro_f1 0.532 	 weighted_f1 0.502
Epoch 105 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.502 	 micro_f1 0.533 	 weighted_f1 0.505
Epoch 106 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.501 	 micro_f1 0.533 	 weighted_f1 0.504
Epoch 107 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.502 	 micro_f1 0.532 	 weighted_f1 0.504
Epoch 108 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.503 	 micro_f1 0.535 	 weighted_f1 0.506
Epoch 109 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.502 	 micro_f1 0.533 	 weighted_f1 0.504
Epoch 110 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.501 	 micro_f1 0.533 	 weighted_f1 0.503
Epoch 111 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.503 	 micro_f1 0.534 	 weighted_f1 0.506
Epoch 112 	 train_loss 0.095 	 val_acc 0.287 	 macro_f1 0.499 	 micro_f1 0.531 	 weighted_f1 0.502
Epoch 113 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.499 	 micro_f1 0.531 	 weighted_f1 0.502
Epoch 114 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.503 	 micro_f1 0.534 	 weighted_f1 0.506
Epoch 115 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.501 	 micro_f1 0.532 	 weighted_f1 0.504
====== BEST EPOCH 105 ======

Epoch 105 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.502 	 micro_f1 0.533 	 weighted_f1 0.505
