Epoch 00 	 train_loss 0.152 	 val_acc 0.176 	 macro_f1 0.290 	 micro_f1 0.366 	 weighted_f1 0.319
Epoch 60 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.495 	 micro_f1 0.528 	 weighted_f1 0.498
Epoch 61 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.492 	 micro_f1 0.526 	 weighted_f1 0.496
Epoch 62 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.497 	 micro_f1 0.531 	 weighted_f1 0.502
Epoch 63 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.496 	 micro_f1 0.527 	 weighted_f1 0.498
Epoch 64 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.497 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 65 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.498 	 micro_f1 0.530 	 weighted_f1 0.500
Epoch 66 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.495 	 micro_f1 0.529 	 weighted_f1 0.499
Epoch 67 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.496 	 micro_f1 0.527 	 weighted_f1 0.498
Epoch 68 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.498 	 micro_f1 0.530 	 weighted_f1 0.501
Epoch 69 	 train_loss 0.096 	 val_acc 0.288 	 macro_f1 0.498 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 70 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.499 	 micro_f1 0.532 	 weighted_f1 0.502
Epoch 71 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.498 	 micro_f1 0.532 	 weighted_f1 0.502
Epoch 72 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.496 	 micro_f1 0.528 	 weighted_f1 0.499
Epoch 73 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.498 	 micro_f1 0.531 	 weighted_f1 0.502
Epoch 74 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.498 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 75 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.499 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 76 	 train_loss 0.096 	 val_acc 0.288 	 macro_f1 0.499 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 77 	 train_loss 0.096 	 val_acc 0.285 	 macro_f1 0.495 	 micro_f1 0.529 	 weighted_f1 0.499
Epoch 78 	 train_loss 0.096 	 val_acc 0.288 	 macro_f1 0.500 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 79 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.497 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 80 	 train_loss 0.096 	 val_acc 0.288 	 macro_f1 0.501 	 micro_f1 0.533 	 weighted_f1 0.504
Epoch 81 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.502 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 82 	 train_loss 0.096 	 val_acc 0.288 	 macro_f1 0.500 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 83 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.502 	 micro_f1 0.534 	 weighted_f1 0.506
Epoch 84 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.497 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 85 	 train_loss 0.096 	 val_acc 0.286 	 macro_f1 0.499 	 micro_f1 0.530 	 weighted_f1 0.501
Epoch 86 	 train_loss 0.095 	 val_acc 0.287 	 macro_f1 0.498 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 87 	 train_loss 0.096 	 val_acc 0.287 	 macro_f1 0.501 	 micro_f1 0.531 	 weighted_f1 0.502
Epoch 88 	 train_loss 0.095 	 val_acc 0.287 	 macro_f1 0.500 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 89 	 train_loss 0.095 	 val_acc 0.287 	 macro_f1 0.497 	 micro_f1 0.530 	 weighted_f1 0.500
Epoch 90 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.497 	 micro_f1 0.531 	 weighted_f1 0.501
Epoch 91 	 train_loss 0.095 	 val_acc 0.287 	 macro_f1 0.498 	 micro_f1 0.530 	 weighted_f1 0.501
Epoch 92 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.500 	 micro_f1 0.532 	 weighted_f1 0.503
Epoch 93 	 train_loss 0.095 	 val_acc 0.288 	 macro_f1 0.501 	 micro_f1 0.532 	 weighted_f1 0.503
====== BEST EPOCH 83 ======

Epoch 83 	 train_loss 0.095 	 val_acc 0.289 	 macro_f1 0.502 	 micro_f1 0.534 	 weighted_f1 0.506
