Epoch 00 	 train_loss 0.138 	 val_acc 0.204 	 macro_f1 0.368 	 micro_f1 0.425 	 weighted_f1 0.393
Epoch 22 	 train_loss 0.086 	 val_acc 0.274 	 macro_f1 0.505 	 micro_f1 0.530 	 weighted_f1 0.504
Epoch 23 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.504 	 micro_f1 0.531 	 weighted_f1 0.504
Epoch 24 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.502 	 micro_f1 0.529 	 weighted_f1 0.503
Epoch 25 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.502 	 micro_f1 0.530 	 weighted_f1 0.503
Epoch 26 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.504 	 micro_f1 0.530 	 weighted_f1 0.504
Epoch 27 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.504 	 micro_f1 0.530 	 weighted_f1 0.503
Epoch 28 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.504 	 micro_f1 0.530 	 weighted_f1 0.504
Epoch 29 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.504 	 micro_f1 0.531 	 weighted_f1 0.504
Epoch 30 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.506 	 micro_f1 0.533 	 weighted_f1 0.507
Epoch 31 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.504 	 micro_f1 0.531 	 weighted_f1 0.505
Epoch 32 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.504 	 micro_f1 0.530 	 weighted_f1 0.504
Epoch 33 	 train_loss 0.086 	 val_acc 0.275 	 macro_f1 0.503 	 micro_f1 0.531 	 weighted_f1 0.504
Epoch 34 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.506 	 micro_f1 0.532 	 weighted_f1 0.506
Epoch 35 	 train_loss 0.086 	 val_acc 0.277 	 macro_f1 0.506 	 micro_f1 0.532 	 weighted_f1 0.507
Epoch 36 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.504 	 micro_f1 0.531 	 weighted_f1 0.505
Epoch 37 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.504 	 micro_f1 0.531 	 weighted_f1 0.505
Epoch 38 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.504 	 micro_f1 0.531 	 weighted_f1 0.504
Epoch 39 	 train_loss 0.086 	 val_acc 0.277 	 macro_f1 0.507 	 micro_f1 0.533 	 weighted_f1 0.507
Epoch 40 	 train_loss 0.086 	 val_acc 0.278 	 macro_f1 0.506 	 micro_f1 0.534 	 weighted_f1 0.507
Epoch 41 	 train_loss 0.086 	 val_acc 0.277 	 macro_f1 0.507 	 micro_f1 0.532 	 weighted_f1 0.506
Epoch 42 	 train_loss 0.086 	 val_acc 0.277 	 macro_f1 0.507 	 micro_f1 0.533 	 weighted_f1 0.507
Epoch 43 	 train_loss 0.086 	 val_acc 0.277 	 macro_f1 0.508 	 micro_f1 0.532 	 weighted_f1 0.506
Epoch 44 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.505 	 micro_f1 0.531 	 weighted_f1 0.505
Epoch 45 	 train_loss 0.086 	 val_acc 0.277 	 macro_f1 0.507 	 micro_f1 0.532 	 weighted_f1 0.507
Epoch 46 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.504 	 micro_f1 0.531 	 weighted_f1 0.505
Epoch 47 	 train_loss 0.086 	 val_acc 0.276 	 macro_f1 0.508 	 micro_f1 0.533 	 weighted_f1 0.507
Epoch 48 	 train_loss 0.086 	 val_acc 0.277 	 macro_f1 0.505 	 micro_f1 0.532 	 weighted_f1 0.505
Epoch 49 	 train_loss 0.086 	 val_acc 0.277 	 macro_f1 0.505 	 micro_f1 0.531 	 weighted_f1 0.505
Epoch 50 	 train_loss 0.085 	 val_acc 0.276 	 macro_f1 0.508 	 micro_f1 0.532 	 weighted_f1 0.506
====== BEST EPOCH 40 ======

Epoch 40 	 train_loss 0.086 	 val_acc 0.278 	 macro_f1 0.506 	 micro_f1 0.534 	 weighted_f1 0.507
